WorkerId,Years,Experience,Department,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,SensorReading_8
Worker_0067,51,20,Maintenance,30.194796752078133,29.646802811004754,55.45419151105085,58.18829200814019,73.34633884456994,75.27953499949304,,102.23323312149121
Worker_0068,39,6,Logistics,16.709119767970137,23.242202848312523,33.78177096339219,42.02221467546576,63.644487271544484,67.26851829743809,75.94051606041403,94.01014796488467
Worker_0069,25,3,QualityControl,13.587558183332249,,33.53106011798235,42.01219345079712,56.27746652577835,59.04221131752153,75.84683988110567,83.37123561209134
Worker_0070,35,11,QualityControl,24.3842998858076,29.22881256017955,46.34939431880046,45.5660921506229,61.12121921604646,72.79786240208519,79.265638624961,94.1100967522813
Worker_0071,59,35,Maintenance,42.667981979118956,45.17090019356021,74.1458683074998,72.83051626538966,89.69720809378258,87.25659388358571,105.88887568265302,117.07365391397052
Worker_0072,29,7,Assembly,18.05844851956907,26.008508111684723,39.769190733688404,50.30177943358385,60.32054197056281,,81.55711248199478,91.11298417206321
Worker_0073,42,7,QualityControl,23.871057500119168,27.721080385453085,,42.60742957820055,61.54163700402169,71.78818005583317,79.82776308094355,89.70335819266892
Worker_0074,46,22,Maintenance,33.79802270206985,39.76512485209358,55.761417873872,57.081385085733956,76.31235677506196,77.08194242633064,91.9082828692646,106.01534628512587
Worker_0075,41,20,Packaging,31.038020782567102,40.434189249859166,50.54336006759529,60.65135816547589,72.44759872132143,78.09293258016113,91.64251098838497,101.64807836165157
Worker_0076,35,11,Assembly,26.62598123349091,32.16131598598321,43.50205506287857,52.71675185857207,,71.00944521166,85.89765045624398,86.99274134678194
Worker_0077,24,0,Maintenance,11.213781134385732,21.043270322544554,28.29797562737543,35.5208072679154,47.39164802263802,,71.85577772785,80.11447814752012
Worker_0078,26,0,Maintenance,9.960404351622884,18.463535129728058,32.912828806054996,34.96256718256477,44.63269592545243,55.74485045188149,72.6987041919278,82.88590390243179
Worker_0079,22,0,Assembly,14.18319150183811,21.826395860292976,,44.230716269803914,44.4169224010012,57.46355478205521,67.96898536583792,80.46276254387283
Worker_0080,35,1,Logistics,5.8958348904308915,25.26619288374385,33.80098859040909,48.12358922954517,54.508134787916646,57.383185962429714,73.21644160919315,79.48579077556688
Worker_0081,43,18,Maintenance,32.14188450683214,30.78943768606689,49.45975497748044,,65.88386036763583,68.3939291613672,90.1569035689875,97.59785469119163
Worker_0082,41,10,Packaging,20.75613865987511,25.52236378792421,33.643012687745035,50.836533110551876,64.73336646543848,70.08299313198661,81.21701748573427,96.70514215597247
Worker_0083,55,33,Maintenance,51.46863680984512,51.63026775642542,66.07122360263325,73.1761849872763,89.95438220491666,89.56651465022132,106.52643355312482,114.81479512938004
Worker_0084,51,12,Assembly,18.92460686406769,29.79192614960481,41.46263625756302,50.56462444449689,64.7708703607987,69.65257375441547,80.8628113554217,91.5356287953195
Worker_0085,30,2,Logistics,14.28561087651106,,32.480730893865534,42.38420805855787,52.681906705372334,66.3677182119002,69.74126704800352,84.06133969816868
Worker_0086,32,8,Assembly,21.17059718581014,20.245114491024204,38.87534366776466,46.7280418256447,54.62590834435361,63.34022255749983,80.25313801293588,90.30384943276087
Worker_0087,40,14,Packaging,23.911362487519995,34.189533849465434,50.55914265836254,50.936354117652584,63.531962301009806,74.7346734598003,84.44439488022248,95.85947657031959
Worker_0088,45,8,Logistics,20.409555387005724,32.89308534088512,31.630602872255533,44.62560565002839,59.199171144686936,63.22508620711541,75.09490924767867,92.24519535516991
Worker_0089,54,10,Maintenance,21.043575509075545,32.45907627509624,45.46009018824833,52.00909015187292,59.61077560797705,71.7523496243559,80.6688999678666,92.6094534016568
Worker_0090,40,19,Packaging,32.87159033420067,34.24102365652277,46.20861762525624,63.06708459357602,67.91065889749505,75.73169538122164,87.96299006095263,101.52701779722251
Worker_0091,53,23,QualityControl,31.392088962042788,39.985961283683004,61.422772994724674,59.043379917975756,69.0733301581344,75.74030629583065,92.54547005800578,108.13138106277388
Worker_0092,37,17,QualityControl,21.91907152240325,31.30996774898972,47.20163972560501,55.93061305129764,71.05004430105492,82.08180229572801,87.02447399053311,100.21219521225048
Worker_0093,21,1,Assembly,6.535945731591573,22.495981837958865,32.46656358374995,43.05038721500532,53.25271738553021,58.735588661573736,67.70531929186942,82.9338743439588
Worker_0094,26,2,QualityControl,7.098992904175672,26.417251360278946,31.892571169305317,44.81035562846109,,62.62962138857625,76.03995574619113,81.8547743002948
Worker_0095,34,13,Maintenance,23.599930615435298,34.92189503874171,40.91998728769666,56.096532813891045,61.7486888566433,73.3489762496744,79.13378172180668,98.11482078564005
Worker_0096,59,21,Packaging,32.15569134225613,39.317520330622365,53.64587076892407,59.02591860203759,72.76046725864859,79.12155266056604,93.77927941496536,105.5486895525541
Worker_0097,47,13,Logistics,22.18172679475274,27.54095254461437,42.767297776861646,49.22703629581926,65.51833937978488,71.08405221664978,84.80233116798522,94.6055753665834
Worker_0098,23,0,Assembly,,18.72431580719179,27.40012714033032,38.182832245110404,50.86740248901249,63.99126803679227,72.54233038268968,83.38662867124492
Worker_0099,47,23,QualityControl,31.923761882452116,41.54569729878337,58.25103421605383,64.10056915048328,75.16342700941955,,93.30675620352916,107.25362457607933
Worker_0100,50,20,Assembly,31.076635935312854,40.57427441689706,53.927923749730596,58.53465399640934,74.25159416591565,74.54697773261866,84.86877008118871,97.61504286201992
Worker_0101,40,12,Assembly,16.98032754580955,28.86020814862296,47.03612666523902,51.98352805220901,70.39092036715418,69.92791434293004,80.24966397233584,92.85514810594546
Worker_0102,56,7,Maintenance,14.32812504447286,27.402498043203092,37.10145114921415,,58.81737944288981,66.72821459125568,77.265101629908,91.34726491351675
Worker_0103,47,10,Assembly,16.87198321438111,24.352795879837185,43.61034752221714,46.32379198196705,59.41964320052014,67.5319933376143,82.17342534448521,87.62965903333341
Worker_0104,59,18,Maintenance,25.225717036359985,35.046630198141756,,54.87318908522409,66.95054988000844,76.55975493769152,85.59521197067744,100.0046036511001
Worker_0105,28,4,Maintenance,13.210288029228833,22.032039189654462,39.789131254936095,44.199639578358514,58.50110799682259,66.17593294033772,73.26594176607652,81.88457534115454
Worker_0106,24,2,QualityControl,14.555721002489197,23.473698437556386,32.414058007819534,42.54948480342663,50.22380659355794,62.969279469692665,77.49545893807048,83.99969481449784
Worker_0107,52,29,Logistics,34.07371773995336,45.32327912636703,58.34267243750909,68.48766169064751,73.4034638802227,79.566451479851,98.55880414307303,111.77256548812497
Worker_0108,47,12,Packaging,22.477540837736672,30.008891891820916,46.0395409815993,54.66695541253422,61.35453240522236,78.3452494707374,79.96961246138453,93.07363373104485
Worker_0109,39,5,QualityControl,13.230113201010205,,,43.577723012158465,56.481486285503756,62.42277606785653,76.07991017181578,89.13923602402481
Worker_0110,26,0,Logistics,7.631282500414537,18.530463672489144,26.356089466322423,39.35062322458465,48.48733548797172,57.885274813277505,68.59447889293989,78.20721964847206
Worker_0111,23,3,Packaging,16.222690565607117,17.703720720989516,32.932133539155195,45.408607649187644,51.34963836111227,60.50096115063683,75.52121949135326,85.75761289581156
Worker_0112,57,10,Logistics,24.276722936676848,26.5879800918046,41.521267849874974,50.74758872487459,59.649878368208824,72.52391085070875,76.80613614168323,88.64120682240288
Worker_0113,48,4,QualityControl,15.81152233028401,22.280728037830208,38.479732034603536,44.217063694850076,,65.25551169390101,71.02042324846437,82.79293405139768
Worker_0114,37,0,Maintenance,9.59036830379582,22.276426636085226,33.11842704029368,37.10533867136715,48.96491526640938,63.70429363530539,,77.15058257460089
Worker_0115,56,3,Maintenance,18.601500251940095,22.49409820891761,34.08571420233174,36.017530321368504,55.438268681275,62.48740457083873,69.40587740269746,86.11065593173572
Worker_0116,38,14,QualityControl,24.156734700689707,29.637640590685212,53.020818504792686,49.911098448233155,61.704932823436025,72.81254559266836,87.42737278866183,94.09992583736904
Worker_0117,44,5,QualityControl,18.320123789207678,25.93144978051681,29.899997610755353,,50.85233487797032,64.13292777588055,74.40322575214752,85.28622134668012
Worker_0118,23,0,Packaging,10.564206686753757,20.37738098574765,,39.321280379753645,47.25555088889736,60.44062476031419,62.330382347331586,81.22213699688547
Worker_0119,44,13,Maintenance,29.46684794536819,,37.24895613228932,47.161413025026995,,74.69608813651864,81.77565294810556,89.75075393763358
Worker_0120,51,25,Packaging,30.895757200743056,42.500871052628845,56.019722266768945,59.55510346873555,79.13855394315854,79.46046737379504,88.43154752550193,108.72667700333423
Worker_0121,40,3,Assembly,13.86558106861562,17.33444168474462,32.60712053614274,41.27993693610152,50.077280532882455,65.73492273898447,65.37893381012026,79.95140497099139
Worker_0122,38,4,Logistics,14.044736297357286,23.355637232260126,41.0881635553046,42.23593234641396,59.01424311217765,63.895807007363224,75.43969606412323,87.790013753327
Worker_0123,45,23,Maintenance,32.49904570926422,38.61218163871076,53.91263565875013,57.70936275515793,76.46908830881516,86.42511301435952,94.00524068654768,102.27669575629176
Worker_0124,39,8,Maintenance,19.978456713442593,26.77793021627441,,44.826701544923964,54.12436327663512,66.94983128186897,82.01384359349966,86.17986740812651
Worker_0125,34,6,Packaging,16.316540015246108,26.923680230467227,35.658998380090694,43.641480908055705,52.34133011068219,64.15413269989233,76.80422746252992,
Worker_0126,37,10,Logistics,22.807856149624477,30.280278789079638,38.27080967576642,48.85227102893243,65.82658541740606,70.94188021721058,80.38875159844164,87.53856898781554
Worker_0127,54,33,Assembly,44.54167572396212,48.718307192785005,58.41537227200496,71.05658570071346,88.22906053712664,85.11644915043087,103.89522195183493,118.58314507115189
Worker_0128,28,8,Maintenance,15.767745803541185,29.356899342427806,37.68368536178636,48.49302292749777,64.75376547545079,69.30080358285643,78.75556018644033,93.53703256288107
Worker_0129,21,0,Maintenance,7.402646788213481,16.86763719103311,28.89935830038095,39.56900537381834,51.46751155937403,60.86010629846046,,
Worker_0130,30,3,Logistics,12.229119382661729,19.9838916045296,31.7011606339526,41.4131295086141,52.168745547294655,64.1086799947382,67.74593241391955,82.56065836601181
Worker_0131,47,12,Assembly,21.811917465832035,30.60115377996645,41.28591716894692,48.0996119093422,69.49991280728369,71.7881518498969,85.14457273012535,92.48424334811335
Worker_0132,37,8,Maintenance,16.307880149783482,28.505227267817304,40.92434862103542,44.619707304557785,58.89873995220895,76.46431840142004,74.29173547258536,83.25690864022242
Worker_0133,47,6,Maintenance,17.87781410753668,22.41995916352699,36.205067966977225,44.01484559860363,63.656141213563686,63.602777474577586,76.54697205669252,87.20836862671639
Worker_0134,23,2,Assembly,5.755611219612488,23.001356201814588,35.96652460626628,43.57741896402628,50.100790286594844,66.1213982075831,70.36702656360147,85.49571876776406
Worker_0135,39,8,Packaging,17.871765941044487,26.463354174414143,38.5698934935124,49.81531426139113,54.36654902749994,71.21993831254332,86.21680338786291,89.39696902986981
Worker_0136,49,13,QualityControl,17.14722701014474,28.16612579717797,44.197485218666976,53.4265341016915,67.70025331217771,70.438496016413,84.76295957083765,91.95372614556868
Worker_0137,21,1,Packaging,13.956738703258532,19.063088653348622,34.20316389408295,42.838538290762585,50.20889054870916,55.04933889861027,71.84205145249636,80.12447166758086
Worker_0138,30,3,Maintenance,10.799292263828237,23.537292008882183,34.493625675903395,41.2839778884367,51.572053579763555,64.30582286874726,71.70167553429133,86.96430438194464
Worker_0139,50,21,Maintenance,31.804957090857734,33.11300809769749,52.835716106660435,53.04736218029578,74.85528201976773,78.18128490584567,90.96414910737774,102.6527512757189
Worker_0140,34,0,Logistics,8.124566986842021,24.2060310393272,32.74894809195203,36.52089387081386,47.524629392946395,58.952599874238146,67.5324162567377,76.5826799495202
Worker_0141,25,4,Packaging,16.900208510987333,23.71415253395077,,46.006474459220584,46.30968470738523,62.4708704499276,,82.8935627113621
Worker_0142,26,2,QualityControl,16.933978092463008,27.80485746474283,36.9031761019787,43.75577868767928,51.63921991708828,58.97629452788243,71.95339174284607,81.9363630446747
Worker_0143,33,10,Assembly,15.61982419948495,25.2284362684966,36.178526465508355,48.936017866965386,60.15594821838341,66.83362069581231,78.88268664583299,87.98674589291608
Worker_0144,49,9,Assembly,23.43933138530181,21.367943667999505,36.33351485951798,42.84786830514803,60.004933548837215,66.32200728993689,79.99216015307294,84.19636457318349
Worker_0145,30,10,Logistics,20.81246361962007,26.358850784705986,41.95863621844991,49.625537509713716,60.598992120440435,66.41087014830131,84.31762041852194,94.05010260633374
Worker_0146,55,31,Maintenance,43.36601959768557,45.85892107647205,57.7814262031964,66.37341837522537,84.30171267066575,95.89525528039923,92.41179376904071,114.6621912509385
Worker_0147,22,2,Packaging,9.800076476954645,18.671717704182857,37.43692382554436,44.38313971336964,56.1122402296855,64.15243933138422,,81.32926773358237
Worker_0148,37,2,Logistics,13.565524675393661,26.974219760094464,25.141741520619917,40.969739776492084,58.12194961771702,60.11583869018651,75.98897188780454,80.18831979652508
Worker_0149,51,25,Maintenance,32.96264249715014,42.3056524072232,53.67173720407635,63.242253103461614,78.28056652649833,80.33865227357141,94.05876741598038,99.84496996869493
Worker_0150,32,9,QualityControl,20.381446134058685,22.935556293641035,36.93777475356352,49.15267040144742,53.71947414396713,62.79514555209035,83.0589260555028,86.47814840945311
Worker_0151,34,4,Packaging,10.664625499374793,27.058964269302024,36.02254518368398,44.55551778243135,,59.402040612954735,71.87252729292277,86.80221131237377
Worker_0152,58,37,Maintenance,47.41463511342578,48.706700091560364,,71.08023237032918,,91.94166320724064,107.97432414667858,
Worker_0153,54,0,Assembly,12.579063472884375,20.62036282865366,28.818725170487316,41.688424423225904,46.84167581129586,53.46627079411371,68.6786733384783,84.14039948363005
Worker_0154,36,11,Maintenance,19.704175959571497,31.44599442843072,41.76880920127393,50.64136988343436,61.0845638076908,68.58211816724129,73.90091277142247,94.63790206511224
Worker_0155,53,6,Logistics,14.876403102928093,26.231578766485583,36.087515267293654,44.7214023237628,53.58023456879946,66.31414725903053,76.68819714735754,84.03751305082413
Worker_0156,23,2,Packaging,11.976648009459426,19.518280942930662,32.69513992437333,41.95871764049252,51.141208733596805,61.419498482923814,68.01516431373726,87.89070368443473
Worker_0157,57,9,Packaging,16.452249196942407,27.08689006113566,37.510020559661065,48.36517019728316,59.11178115549793,66.77698360073715,75.63552679540346,86.29291643809371
Worker_0158,28,8,Packaging,14.920426640560063,32.315893748326474,36.796962768862905,49.81733754804197,,63.73919553189244,82.07461069522576,88.67663152860906
Worker_0159,48,0,QualityControl,12.14791539237812,21.862876186812127,31.829288080858976,43.10573260440619,50.46040256240853,58.5991873164309,71.5834098377081,78.44781944945454
Worker_0160,25,0,Packaging,12.641869936295016,20.5457462396791,30.98535688881114,39.1092223507396,48.45939775500343,61.85357629848458,73.74744019892991,77.63710563032025
Worker_0161,42,8,Maintenance,19.931454117225105,27.53717059110806,38.63838799578438,55.219638490129235,61.73978048845988,71.0787758867622,86.14708556523422,88.02781397046454
Worker_0162,49,12,Logistics,23.07266322936382,30.953567102937505,42.66193575883298,55.44991254288529,66.62086741938387,66.43443874272187,80.75631862989421,93.40789686006025
Worker_0163,28,8,Packaging,16.56195544343804,,43.960862933154196,46.24059190438874,62.389898956224734,66.14454991220677,78.19669774681742,91.95797156498155
Worker_0164,51,1,Assembly,9.693407112468202,17.093822711965267,31.384176937191576,40.007036510623195,55.29682367149534,59.843260485978504,72.05107912748673,82.14404585546566
Worker_0165,50,23,Assembly,32.15829834643756,42.96994494719512,52.41808827974634,58.42901004926479,69.22716424205241,79.08926469688059,94.45557947716493,102.76094053984824
Worker_0166,33,0,Assembly,9.354967376257896,20.36984275235025,30.71521112767422,34.20926952622428,,63.80820159135245,,81.38875610015215
Worker_0167,36,7,Assembly,17.949901030201676,28.904775491250003,34.372010395463334,45.59997491723772,63.79896313596314,61.809222956111256,83.50197192193095,82.92238447229413
Worker_0168,23,2,Packaging,13.699309816562765,,32.420231158482004,46.12081952717335,52.53618853790158,,71.8408016579476,78.6814312133023
Worker_0169,29,3,Maintenance,12.53774859505236,23.069028528929962,34.99902236368439,46.2399082228941,53.880777298534795,68.14700830558239,71.66274798173228,80.20039883970078
Worker_0170,54,19,Assembly,27.96708127403102,40.260610324270324,50.2984874435541,54.271156872271604,68.55136855810622,80.29227148949452,85.09320025605153,103.3878361519987
Worker_0171,54,11,Assembly,24.88396209089193,33.58689879336605,43.55324506382858,49.70964256861841,,73.12381151122139,81.72254140308657,96.24701498383774
Worker_0172,27,5,QualityControl,21.183124347462062,21.29859920940037,33.93154583778663,45.09108967619431,54.16805025393967,60.150904602908604,78.93644276298696,83.24055904202122
Worker_0173,50,12,Logistics,,35.306241826010265,44.718512716395104,49.16844232527731,65.87247593568293,69.97440433682006,84.76976482566556,95.83843986913139
Worker_0174,51,24,Assembly,31.231375678979866,40.02139793467654,52.5604312595521,62.42196591456991,69.87119108693918,,91.90873948654172,110.3878651305774
Worker_0175,39,7,Maintenance,9.710019975937147,28.265826977556507,39.06808208501527,44.874543479294246,56.734311099201015,66.3718242987971,73.83415123729371,82.53834603146784
Worker_0176,37,17,Assembly,27.378396002691595,39.161801604761195,46.70386458599859,59.979215781742234,,,85.84263482794125,103.33290221293109
Worker_0177,29,9,Packaging,16.378693106252378,27.82731474745446,42.140059982579594,41.448695674400504,58.52759874570191,,81.58723222189336,91.26802814890499
Worker_0178,39,6,Logistics,13.129819292659054,29.74321118801071,32.397113145442276,42.68494847891429,66.81464944992678,62.46819037377133,74.92644203025039,
